ConstructionType,ConstructionName,CementQuality,CementPrice,BrickQuality,BrickPrice,SandQuality,SandPrice,IronQuality,IronPrice,EnvironmentalCondition,Seller,Price
Restaurants, Masala Library, High,260, Low,40, High,230, High,25000, heavyrain, Nerolac Paints,3660000
Restaurants, Wasabi by Morimoto, High,350, Low,50, Medium,330, High,21000, Hightemp, Ramco Cements Ltd,4300000
Restaurants, Villa Maya, High,340, Low,30, High,470, High,22000, humidity, Tata Steel Limited,3820000
Restaurants, The Bombay Canteen, Low,490,Low,40, High,250, High,38000, heavyrain, Shree Cement Ltd,3520000
Restaurants, Olive Bar & Kitchen, High,390,Medium,20, Low,210, High,42000, loosesoil, Ambuja Cements Ltd,3800000
Restaurants, Trishna, Medium,270, Medium,50, Low,310, Medium,30000, windy, Nerolac Paints,2540000
Restaurants, Karavalli, Medium,470, High,20, Low,300, Medium,29000, heavyrain, Cera Sanitaryware Ltd,3740000
Restaurants, Peshawri, Medium,310,Low,30, Low,350, Medium,32000, tightsoil, Ambuja Cements Ltd,3840000
Restaurants, O Pedro, Low,470, High,20, Low,440, Medium,46000,Hightemp, Cera Sanitaryware Ltd,4080000
Restaurants, Megu, Low,470, Medium,20, Low,390, Medium,30000, tightsoil, ACC Limited,4480000
Restaurants, Ziya, High,270, Medium,30, Medium,260, Low,38000, heavyrain, Jindal Steel & Power Ltd,3090000
Restaurants, The Spice Route, Medium,420, Medium,20, Medium,460,Medium,37000, humidity, Shree Cement Ltd,3490000
Restaurants, Malaka Spice, Medium,460,High,40, High,240, High,39000, tightsoil, Ramco Cements Ltd,3120000
Restaurants, Savya Rasa, High,390, Low,50, Medium,370, High,20000,heavyrain, Jindal Steel & Power Ltd,4760000
Restaurants, Toast & Tonic, Medium,300, High,40, Medium,330, High,20000, windy, Nerolac Paints,2560000
Temples, Sri Venkateswara Swamy Temple, High,320, High,50, High,330, Low,47000,heavyrain, Dalmia Cement (Bharat) Ltd,4280000
Temples,Kanaka Durga Temple, Low,230, Low,30, Low,470, Medium,36000,tightsoil, JSW Cement Ltd,3550000
Temples, Meenakshi Amman Temple, Low,360, Low,20, High,270, Low,25000, humidity, Cera Sanitaryware Ltd,4740000
Temples, Ramalingeswara Temple, Medium,480, Medium,50, Medium,240, High,43000, humidity, Cera Sanitaryware Ltd,4450000
Temples, Bhavani Shankar Temple,Low,350, Low,20, Medium,450, Medium,23000, windy, ACC Limited,4290000
Temples, Kasi Viswanathar Temple, Low,280, Low,20, High,410,Low,50000, loosesoil, SAIL (Steel Authority of India Ltd),4350000
Temples, Sri Lakshmi Narasimha Swamy Temple, High,400, Low,50,Low,470, Medium,35000, humidity,Vizag Steel (RINL - Rashtriya Ispat Nigam Ltd),4980000
Temples, Chennakesava Temple, Medium,260, Medium,50, High,280, Medium,36000, Hightemp, LafargeHolcim India,2870000
Temples, Ranganathaswamy Temple, Low,350, Low,40,Medium,390, Medium,36000, heavyrain,Shree Cement Ltd,2830000
Temples, Annavaram Satyanarayana Swamy Temple, Low,450, High,50,Low,310, Medium,24000, loosesoil,Orient Cement Ltd,2630000
Temples, Sri Mallikarjuna Swamy Temple, Medium,270, Medium,40,High,450, High,21000, humidity,Orient Cement Ltd,4070000
Temples, Jagannath Temple,Low,300, High,50, High,300, Low,34000, loosesoil, Nerolac Paints,4480000
Temples, Bhimeswara Temple, Medium,200, Low,50, Medium,450, Medium,24000, tightsoil, Orient Cement Ltd,2440000
Temples, Veerabhadra Swamy Temple, High,360,High,40, High,200, Medium,25000, windy, Supreme Industries (for pipes & fittings),4810000
Temples, Raja Rajeshwari Temple, Medium,200, Medium,30, Medium,210,High,46000, windy, Berger Paints India Ltd,3000000
Temples, Sri Varaha Lakshmi Narasimha Swamy Temple, Medium,480, Low,30, Medium,220, Medium,41000, heavyrain, Asian Paints (for paints & coatings),4670000
Temples, Srisailam Bhramaramba Mallikarjuna Temple, Low,290, Medium,30, High,390, Low,22000,tightsoil, Orient Cement Ltd,4640000
Temples, Sringeri Sharada Peetham, Low,250, Low,50, Medium,320, High,50000, heavyrain, LafargeHolcim India,2270000
Temples, Mahakaleshwar Temple,High,500, Low,30, Medium,450, Medium,46000, humidity, Nerolac Paints,2910000
Temples, Ekambareswarar Temple, High,340, Low,30, High,330, Low,50000, tightsoil, Dalmia Cement (Bharat) Ltd,3010000
Temples, Chidambaram Nataraja Temple, High,460, Medium,30, Low,290, Low,21000, loosesoil, Vizag Steel (RINL - Rashtriya Ispat Nigam Ltd),3840000
Temples, Kalahasti Temple,Low,200, Low,50, High,330, Medium,25000, loosesoil, Berger Paints India Ltd,2960000
Temples, Thirunallar Saneeswaran Temple,High,400, Medium,30, High,490, High,44000, humidity, JSW Cement Ltd,4800000
Temples, Sri Raghavendra Swamy Mutt,Medium,340, Low,50, Low,440, Medium,37000, loosesoil, JSW Cement Ltd,4760000
Temples, Palani Murugan Temple, High,450, Low,40, High,320, Medium,43000, loosesoil, Shree Cement Ltd,3980000
Temples, Arasavalli Sun Temple, High,490, Low,30, High,390,Low,43000, heavyrain, Cera Sanitaryware Ltd,3620000
Temples, Simhachalam Temple, Low,300,High,20, High,210, Low,45000, tightsoil, Hindware (HSIL Limited),4410000
Temples, Dakshineswar Kali Temple, Medium,400, High,30, High,300, Low,26000, humidity, Ambuja Cements Ltd,3370000
Temples,ISKCON Temple, Medium,420, Medium,30, Medium,280, High,28000, loosesoil, Dalmia Cement (Bharat) Ltd,2120000
Temples, Jagadamba Temple, Low,320, Low,50,Medium,410, Medium,21000, tightsoil,ACC Limited,4440000
Movie Theatres, PVR Cinemas,Medium,400, High,30, Low,220, Low,20000, Hightemp, Jindal Steel & Power Ltd,3460000
Movie Theatres, INOX Multiplex, High,430, Medium,20, Medium,350, Medium,44000, humidity, LafargeHolcim India,3960000
Movie Theatres, Cinepolis Arena, Medium,200, High,30, High,490, Medium,48000, humidity, Supreme Industries (for pipes & fittings),4070000
Movie Theatres, Miraj Cinemas, Medium,430, Low,30, High,430, Low,29000, windy, Vizag Steel (RINL - Rashtriya Ispat Nigam Ltd),3610000
Movie Theatres, Galaxy Movie Theatre, Medium,420,Low,30, Medium,410, High,47000, loosesoil, Orient Cement Ltd,4110000
Movie Theatres, Prasads IMAX, Medium,250, Medium,20, Low,480, Low,25000, heavyrain, Shree Cement Ltd,2280000
Movie Theatres, Asian Cinemas, High,220, Medium,40, Medium,300, High,35000,Hightemp, Nerolac Paints,2230000
Movie Theatres, RK Cineplex, High,220, Medium,40,Medium,230, Medium,36000, windy,Cera Sanitaryware Ltd,3950000
Movie Theatres, CineMax Theatre, Low,460, Medium,50, Low,330, Low,37000, loosesoil, Shree Cement Ltd,3160000
Movie Theatres, Gokul 70MM,Medium,440, Low,20, Low,350, Medium,30000, windy, Ambuja Cements Ltd,3350000
Movie Theatres, Devi Theatre, Medium,360, Low,40, High,200, Medium,35000, loosesoil, Berger Paints India Ltd,3250000
Movie Theatres, SV Multiplex, High,440, High,40, Medium,240, High,41000, humidity, UltraTech Cement Ltd,4230000
Movie Theatres, Sudarshan 35MM, Low,350, High,40, Medium,500,High,26000, humidity, UltraTech Cement Ltd,3780000
Movie Theatres, Mayuri Theatre, Low,300, Medium,30, Low,420, High,27000, tightsoil, LafargeHolcim India,3590000
Movie Theatres, Raghavendra Cinemas, Low,460, Low,20, Medium,220, Medium,45000, windy, Hindware (HSIL Limited),2150000
Movie Theatres, Sathyam Cinemas, Low,270, Medium,40, Medium,360, High,44000,humidity, Asian Paints (for paints & coatings),3150000
Movie Theatres, Eshwar Cine Hub, High,240, High,40, Low,340, Medium,39000, heavyrain, Ambuja Cements Ltd,3210000
Movie Theatres, Lakshmi Narasimha Cineplex, Low,380, Medium,20, Low,310, High,37000, loosesoil, ACC Limited,2810000
Movie Theatres, Kalyani Cine Complex, High,210,High,30, Medium,390, Low,42000, humidity, Nerolac Paints,4180000
Movie Theatres, Annapurna Theatre, Medium,210, High,40, Medium,340, Low,43000,Hightemp, Asian Paints (for paints & coatings),2970000
Movie Theatres, Shiva Parvathi Cinema, Medium,290, High,50, Medium,330, Medium,39000, tightsoil, ACC Limited,3880000
Movie Theatres, Vishnu Deluxe, High,320, Low,30, Low,490, High,31000, loosesoil, ACC Limited,3180000
Movie Theatres,Mega Cineplex, Low,350, High,30, High,290, Low,27000, Hightemp, JSW Cement Ltd,2030000
Movie Theatres, Grand World Cinema, Low,450, Medium,20, Low,220, Low,31000, windy, Dalmia Cement (Bharat) Ltd,4890000
Movie Theatres,Universal Cinemas, Medium,330, High,20, Medium,430, Low,33000, Hightemp, LafargeHolcim India,4640000
Movie Theatres, SS Multiplex, Low,460, High,20, Low,420, High,44000, heavyrain, Orient Cement Ltd,4850000
Movie Theatres, Raja Deluxe Theatre, Low,490, High,40, Low,430, Medium,23000, heavyrain, LafargeHolcim India,3490000
Movie Theatres, Blue Diamond Cinema,Medium,410, High,30, High,310, High,30000, Hightemp, Hindware (HSIL Limited),2730000
Movie Theatres, Empire Movie Hub,Medium,490, Medium,20, High,380, Low,33000, humidity, Supreme Industries (for pipes & fittings),2940000
Movie Theatres, Diamond Screen, High,250, Low,20,High,240, Low,50000, loosesoil,Ambuja Cements Ltd,4000000
Parks, Nehru Zoological Park, Medium,360, Medium,20, Medium,320, Low,26000, Hightemp, JSW Cement Ltd,3010000
Parks, Lumbini Park, Medium,280, High,40, Medium,240, Medium,25000, heavyrain, Ambuja Cements Ltd,2190000
Parks, Eco Green Park, Medium,280, Medium,30, High,440,Medium,28000, windy, JSW Cement Ltd,3970000
Parks, Gandhi Botanical Garden, Low,320, High,50, Low,440, Low,41000, tightsoil, Hindware (HSIL Limited),2480000
Parks, Central Amusement Park, High,350,Medium,20, Medium,360, Medium,39000, heavyrain, Ramco Cements Ltd,2900000
Parks, KBR National Park, High,330, Low,40, High,430, Medium,47000, heavyrain, Asian Paints (for paints & coatings),2540000
Parks, Indira Gandhi Park, Medium,210, High,20, Medium,240, Medium,36000, windy, Hindware (HSIL Limited),4530000
Parks, Rajiv Smriti Van, Low,410,Low,40, High,310, Medium,39000, humidity, Asian Paints (for paints & coatings),3320000
Parks, Children�s Play World,High,220, High,50, Medium,400, Medium,42000, humidity, Nerolac Paints,4030000
Parks, Rock Garden, Medium,470, High,20, High,420, Low,28000, loosesoil, Berger Paints India Ltd,3600000
Parks, Subhash Chandra Park, Low,260, Medium,20, High,490, Medium,35000, tightsoil, Ramco Cements Ltd,4750000
Parks, Lake View Park, Low,330,Low,50, Low,490, High,42000, windy, JSW Cement Ltd,4250000
Parks, Sunderbans Ecological Park, High,250, High,20, High,350, High,49000, heavyrain, Birla Cement,4280000
Parks, National Fossil Park, Low,500, Low,40, Low,460, Medium,36000, tightsoil, Cera Sanitaryware Ltd,4300000
Parks, Nagarjuna Sagar Wildlife Park, High,220, Low,30, Low,280, Low,27000, loosesoil, LafargeHolcim India,3990000
Parks, Deer Park,Low,340, High,20, High,420, High,47000, tightsoil, Ambuja Cements Ltd,3280000
Parks, Adventure Fun Park, Medium,500, High,20, High,470, Low,48000, loosesoil, Berger Paints India Ltd,2570000
Parks, Mini Zoo Park, Low,250, Low,50, Low,330, Low,41000, loosesoil, Shree Cement Ltd,2350000
Parks, Rainbow Eco Park, Low,200, Medium,30, Low,220,Low,40000, tightsoil, Berger Paints India Ltd,4220000
Parks, Central Children�s Park,Medium,500, Medium,40, High,480, Low,50000, loosesoil, Vizag Steel (RINL - Rashtriya Ispat Nigam Ltd),2460000
Parks,Victoria Park, Low,430, Medium,40, Low,490, Low,28000, windy, SAIL (Steel Authority of India Ltd),4680000
Parks, Megha Greenfields Park, Medium,470, Medium,50, Low,500, Low,38000, windy, Ambuja Cements Ltd,2650000
Parks,Marine Drive Park, Medium,450, Medium,40, Low,260, Low,30000,windy, UltraTech Cement Ltd,2580000
Parks, Golden Heritage Park, Low,480, Low,40, Low,310, High,41000, tightsoil, JSW Cement Ltd,3690000
Parks, City Garden Park, Low,500, High,30,Low,440, High,44000, tightsoil,Birla Cement,4500000
Parks, Hitech Botanical Gardens,Low,320, Medium,30, Low,440, Medium,46000, heavyrain, Dalmia Cement (Bharat) Ltd,3430000
Parks, Water World Amusement Park, Medium,440, Low,40, High,470, High,49000, windy, Cera Sanitaryware Ltd,4500000
Parks, Wildlife Safari Park,Medium,420, High,50, High,410, Medium,45000, humidity, Ambuja Cements Ltd,2340000
Parks, Butterfly Garden, High,390, Low,50, Low,400,Low,37000, humidity, Jindal Steel & Power Ltd,2560000
Parks, Skyview Adventure Park, Low,260, Low,50, Low,420, Low,45000, tightsoil, JSW Cement Ltd,3820000
Bustand, APSRTC Bus Terminal, High,330, Medium,50, High,490,High,20000, heavyrain, Ambuja Cements Ltd,4360000
Bustand, Central Bus Stand, High,230, High,20, Medium,320, Medium,21000, Hightemp, SAIL (Steel Authority of India Ltd),2490000
Bustand, Metro City Bus Station,Low,200, Medium,30, Low,290, Low,25000, heavyrain, Nerolac Paints,2510000
Bustand, Jubilee Bus Depot, Medium,330, Medium,50, Medium,440,Medium,37000, humidity, Vizag Steel (RINL - Rashtriya Ispat Nigam Ltd),3360000
Bustand, Town Bus Junction, Low,400, Medium,40,Low,500, Low,25000, humidity,Birla Cement,3980000
Bustand, RTC Cross Roads Bus Stand, High,320, High,30,High,410, Low,47000, windy,SAIL (Steel Authority of India Ltd),2230000
Bustand,Panjagutta Bus Stop, High,450, Medium,20, High,330, Medium,20000,humidity, Asian Paints (for paints & coatings),4170000
Bustand, MG Road Bus Terminal, High,350, High,20, High,210, Medium,34000, loosesoil, JSW Cement Ltd,2850000
Bustand, Kukatpally Bus Depot, High,290,Low,30, Low,300, Medium,39000, windy, Berger Paints India Ltd,3260000
Bustand, Koti Bus Stand, Low,330,High,30, Medium,450, High,44000, Hightemp, JSW Cement Ltd,2940000
Bustand, Vijayawada RTC Bus Station, High,410,High,40, Low,390, Medium,38000, tightsoil, Ramco Cements Ltd,3410000
Bustand, Visakhapatnam Bus Complex, Medium,220, Low,20, Low,480, Medium,39000, heavyrain, Birla Cement,3810000
Bustand, Warangal Central Bus Stand, Low,480, High,40, Medium,230, Medium,30000,humidity, Supreme Industries (for pipes & fittings),4850000
Bustand, Nellore RTC Depot, Low,360,Low,30, High,340, High,33000, tightsoil, Tata Steel Limited,4620000
Bustand, Ongole Bus Stand, Medium,490, Medium,20, Low,310, Low,34000, tightsoil, Birla Cement,2790000
Bustand, Rajahmundry Bus Terminal, Low,300, Medium,30, Low,420, Low,25000, Hightemp, Tata Steel Limited,4140000
Bustand, Eluru Bus Complex, Medium,460, Medium,20,Low,460, Medium,45000, loosesoil,Jindal Steel & Power Ltd,2880000
Bustand, Guntur Bus Depot, Low,230, Low,50, Low,470, High,45000, Hightemp, Asian Paints (for paints & coatings),4450000
Bustand, Tirupati Bus Terminal, High,220, Low,30, High,320, High,46000, windy, Vizag Steel (RINL - Rashtriya Ispat Nigam Ltd),4320000
Bustand, Bangalore Majestic Bus Stand,Low,290, Medium,50, Low,360, Low,22000, loosesoil, Jindal Steel & Power Ltd,4610000
Bustand, Chennai Koyambedu Bus Terminal, High,460, High,40,High,430, High,50000, loosesoil,SAIL (Steel Authority of India Ltd),4080000
Bustand,Hyderabad MGBS, Medium,390, High,40, Medium,240, Low,40000, loosesoil, Jindal Steel & Power Ltd,3340000
Bustand,Secunderabad Jubilee Bus Stand, Low,220, Medium,40, Low,450, Medium,45000, heavyrain, Orient Cement Ltd,2510000
Bustand,Karimnagar Bus Depot, Medium,460, High,50, Low,220, High,29000,heavyrain, UltraTech Cement Ltd,3600000
Bustand, Bhimavaram Bus Stand, High,440, Low,40, High,220, Medium,35000, loosesoil, Ramco Cements Ltd,2790000
Bustand, Gudivada RTC Bus Stop, Low,330, High,50, Low,480, High,48000, Hightemp, Jindal Steel & Power Ltd,3590000
Bustand,Kurnool Bus Terminal, Low,260, High,20, Medium,270, Medium,28000,tightsoil, Supreme Industries (for pipes & fittings),2840000
Bustand, Srikakulam RTC Depot, High,410,Low,40, Medium,420, Low,27000, humidity, Nerolac Paints,3710000
Bustand,Nizamabad Bus Station, High,480, Medium,50, Medium,450, Low,32000,humidity, Jindal Steel & Power Ltd,2450000
Bustand, Anantapur Bus Stand, Low,470, High,40, Low,230, Medium,42000, loosesoil, Tata Steel Limited,2610000
Malls,Phoenix Market City, Medium,480, High,20, High,250, Medium,21000,Hightemp, Hindware (HSIL Limited),3510000
Malls, Forum Mall, High,200, Medium,50,Low,360, Low,34000, Hightemp,Cera Sanitaryware Ltd,3680000
Malls, South Grand Mall, High,370, Low,20, Low,200, Medium,40000, heavyrain, Asian Paints (for paints & coatings),4020000
Malls, DLF Shopping Arena, High,260, High,30, Medium,500, High,36000, Hightemp, Supreme Industries (for pipes & fittings),4160000
Malls, VR Mega Mall, Medium,500, Low,50, Low,220, Medium,47000, heavyrain, LafargeHolcim India,2640000
Malls, Lulu International Mall, High,400, High,50, High,300, Medium,26000, loosesoil, Cera Sanitaryware Ltd,2290000
Malls, City Center Mall, High,450, Low,20,Medium,430, Medium,46000, humidity,UltraTech Cement Ltd,4630000
Malls, Elante Mall,High,250, Low,40, High,430, High,33000, humidity, Ramco Cements Ltd,2070000
Malls, The Great India Place,Low,200, Low,50, Medium,470, Low,33000, loosesoil, Vizag Steel (RINL - Rashtriya Ispat Nigam Ltd),2690000
Malls,Inorbit Mall, Low,490, Medium,40, Low,360, Medium,35000, humidity, Birla Cement,2780000
Malls, Nexus Esplanade Mall, Low,320, Low,30, Low,230, High,46000, heavyrain, LafargeHolcim India,3720000
Malls, Prestige Shopping Plaza, High,360, Medium,40, Low,300, Low,40000, loosesoil, Ramco Cements Ltd,2970000
Malls, Ramee Shopping Hub, High,240, High,50, High,340,Low,44000, loosesoil, Birla Cement,3990000
Malls, Central Plaza Mall, Medium,260,High,40, Medium,450, Low,27000, windy, UltraTech Cement Ltd,3300000
Malls, Galaxy Mall, Medium,360, Medium,50, Medium,270, Medium,46000,loosesoil, Tata Steel Limited,3460000
Malls, Metro Mega Mall, Medium,250, High,40, High,460, Low,33000, loosesoil, Nerolac Paints,4220000
Malls, Infinity Shopping Complex, Low,460, Low,30, High,490, High,22000, tightsoil, UltraTech Cement Ltd,4240000
Malls, Orbit City Mall,High,500, Medium,40, Low,320, Medium,28000, heavyrain, Vizag Steel (RINL - Rashtriya Ispat Nigam Ltd),3250000
Malls,Treasure Island Mall, Medium,460, High,30, High,200, Low,29000,windy, UltraTech Cement Ltd,2330000
Malls, White Orchid Mall, High,280, Medium,50, Low,470, High,41000, windy, Dalmia Cement (Bharat) Ltd,4110000
Malls, Big Bazaar Shopping Mall, Medium,480, High,40, Medium,400, Medium,23000,Hightemp, UltraTech Cement Ltd,3830000
Malls, Crystal Square Mall, Low,350, Low,50, High,310, High,25000, heavyrain, ACC Limited,4840000
Malls, Mega World Shopping Centre, Low,480, High,30,High,220, High,38000, heavyrain,Vizag Steel (RINL - Rashtriya Ispat Nigam Ltd),2100000
Malls, Fun City Mall, Low,500,Medium,20, Medium,390, High,30000, Hightemp, Birla Cement,2680000
Malls,Star Light Plaza, High,250, High,40, Low,420, Medium,43000,windy, JSW Cement Ltd,4120000
Malls, Platinum Towers Mall, Medium,330, High,50, Low,440, High,29000, Hightemp, Asian Paints (for paints & coatings),4060000
Malls, The Emporium Shopping Centre, Low,250,Medium,30, Medium,240, High,26000, tightsoil, SAIL (Steel Authority of India Ltd),2520000
Malls, Uptown Luxe Mall, High,460, Medium,30, Medium,300,High,41000, heavyrain, Tata Steel Limited,2960000
Malls, Evergreen Retail Hub, Low,340, Low,40, High,340, Medium,26000, Hightemp, Supreme Industries (for pipes & fittings),4800000
Malls, HyperCity Mega Mall, Low,350, Medium,50, High,270, Medium,40000, humidity, Ambuja Cements Ltd,2950000
FunctionHall, Royal Grand Convention Hall, Medium,210, Medium,40, Low,300, Medium,26000, heavyrain, UltraTech Cement Ltd,2200000
FunctionHall, Sri Lakshmi Kalyana Mandapam, Medium,200, Low,30, High,460, Low,42000, humidity, Shree Cement Ltd,3040000
FunctionHall, Diamond Banquet Hall, Medium,430, Low,20, High,410,High,44000, heavyrain, Asian Paints (for paints & coatings),4310000
FunctionHall, Emerald Palace Function Hall, Medium,450, Low,20, Low,490, High,23000, loosesoil, Berger Paints India Ltd,2210000
FunctionHall, Pearl Wedding Hall, High,240, High,40, Low,430, Low,30000, heavyrain, Jindal Steel & Power Ltd,4580000
FunctionHall, Silver Star Convention Center, Medium,260, High,40, Low,340, Medium,26000, tightsoil, Tata Steel Limited,3010000
FunctionHall, Fortune Wedding Hall, High,300, High,50,Medium,220, Medium,31000, loosesoil,Vizag Steel (RINL - Rashtriya Ispat Nigam Ltd),3140000
FunctionHall, Royal Orchid Banquets, Low,210,High,30, High,490, High,38000, windy, Vizag Steel (RINL - Rashtriya Ispat Nigam Ltd),4550000
FunctionHall, Grand Blossom Function Hall, Medium,380, Medium,20, High,270, Medium,47000, heavyrain, Tata Steel Limited,2820000
FunctionHall, Sai Surya Convention Hall, Medium,460, High,20, Medium,360, High,50000, heavyrain, Asian Paints (for paints & coatings),2530000
FunctionHall, Starview Wedding Hall, Medium,460, Low,20, Low,350, Medium,32000, Hightemp, Orient Cement Ltd,2040000
FunctionHall, Sunrise Celebration Hall, High,220, Medium,50,Medium,500, Low,37000, Hightemp,SAIL (Steel Authority of India Ltd),2020000
FunctionHall,Starlit Garden Function Hall, High,380, Medium,20, High,400, Medium,35000, windy, Nerolac Paints,4790000
FunctionHall, Heritage Convention Centre, Low,330, Low,30, Low,220, High,39000, humidity, LafargeHolcim India,2960000
FunctionHall, Green Leaf Banquet Hall, High,410, Medium,40,High,320, High,22000, heavyrain,Asian Paints (for paints & coatings),2340000
FunctionHall,Sapphire Royal Hall, High,370, Low,50, Low,410, Low,22000,windy, Jindal Steel & Power Ltd,4300000
FunctionHall, Grand Lotus Function Hall, Medium,260,High,20, High,340, Medium,41000, Hightemp, Hindware (HSIL Limited),3360000
FunctionHall, Harmony Banquet Hall, Medium,390, High,40, Medium,340, Medium,31000, loosesoil, Dalmia Cement (Bharat) Ltd,2660000
FunctionHall, Zenith Celebration Centre, High,290, High,50, Medium,280, High,39000, humidity, Vizag Steel (RINL - Rashtriya Ispat Nigam Ltd),3310000
FunctionHall, Celestial Events Hall, Medium,310, Low,50, High,430, Medium,22000, heavyrain, JSW Cement Ltd,2860000
FunctionHall, Golden Star Function Hall, Medium,250, High,30, High,370, Medium,20000, heavyrain, JSW Cement Ltd,3260000
FunctionHall, Grand Palace Banquets, Medium,470, Low,20, High,360,High,24000, Hightemp, ACC Limited,4020000
FunctionHall, Blue Moon Wedding Hall, Medium,430, High,20, High,240, Low,38000, loosesoil, Birla Cement,4260000
FunctionHall, Elegant Vista Function Hall, Medium,320,Low,50, High,350, High,23000, heavyrain, Jindal Steel & Power Ltd,4840000
FunctionHall, Crystal Heights Banquet Hall, High,420, Medium,30, High,310,Medium,49000, loosesoil, Shree Cement Ltd,3320000
FunctionHall, Mirage Banquet & Convention, High,340, High,20, High,440,High,38000, windy, LafargeHolcim India,2400000
FunctionHall, Paradise Grand Hall, Medium,330,Low,50, Medium,340, High,28000, humidity, Dalmia Cement (Bharat) Ltd,2880000
FunctionHall, Opulent Banquets, High,470, Low,30, Medium,370, Medium,37000, heavyrain, UltraTech Cement Ltd,3700000
FunctionHall,Moonlight Celebration Hall, High,340, High,40, Medium,470, Medium,36000,tightsoil, Nerolac Paints,2680000
FunctionHall, Velvet Crown Function Hall, Medium,410, High,30, Medium,390, Low,47000, humidity, Shree Cement Ltd,3290000
Power plant, Srisailam Hydro Power Plant, Low,260, Low,30, Medium,280, High,26000,loosesoil, Ramco Cements Ltd,4410000
Power plant,Nagarjuna Sagar Hydroelectric Station, Medium,270, Low,30, Medium,320, Medium,50000, tightsoil, Orient Cement Ltd,2330000
Power plant, Simhadri Thermal Power Plant, Medium,330,High,50, High,300, Low,43000, heavyrain, UltraTech Cement Ltd,2880000
Power plant, Dr. Narla Tata Rao Thermal Power Plant,Low,270, High,20, Medium,290, Low,32000, windy, Shree Cement Ltd,3850000
Power plant, Rayalaseema Thermal Power Plant, High,410, Medium,20, Low,460, Low,43000, humidity, UltraTech Cement Ltd,4750000
Power plant, Kudankulam Nuclear Power Plant, High,320, High,50,Low,210, High,27000, Hightemp,SAIL (Steel Authority of India Ltd),3690000
Power plant, Ramagundam Super Thermal Power Station, High,250, Low,30, High,470, Low,32000, loosesoil, Hindware (HSIL Limited),2090000
Power plant, NLC Neyveli Thermal Station, Low,390, High,50, High,230,Low,35000, loosesoil, Tata Steel Limited,3740000
Power plant, Kaiga Nuclear Power Plant, High,490, High,40, Medium,430, Medium,35000, tightsoil, Birla Cement,2530000
Power plant, Vijayawada Thermal Power Station, Low,310, Medium,20, Medium,200, Low,22000, heavyrain, ACC Limited,2080000
Power plant, Kothagudem Thermal Power Station, High,450, High,30, High,300, High,40000, humidity, Tata Steel Limited,3900000
Power plant, Bhadla Solar Power Park,High,460, Low,30, Low,450, High,28000, windy, Asian Paints (for paints & coatings),4590000
